"taxa","PC1","PC2","PC3","PC4","PC5","v1","v2","v3","v4"
"V77",-291.479882758022,196.107178373181,-250.521106807197,76.0722905574563,-203.753092251771,1,0,0,0
"V78",-152.902190086418,303.264948468395,233.431884482298,-41.8064625594677,-52.2729491672037,1,0,0,0
"V79",-207.792662041605,305.207493087204,110.340390335161,85.5228696341826,124.083749878228,1,0,0,0
"V80",110.216307459693,362.954126260881,-104.621484040708,2.84508688994343,34.1995519146334,1,0,0,0
"V81",107.499267432922,361.099496049688,-106.475925482438,1.41949907628624,32.6126620236116,1,0,0,0
"V82",-186.649241065787,269.052633844882,83.6498972572969,69.2237655530451,112.17901491577,1,0,0,0
"V83",-257.376832512151,256.072524373654,-30.9568991447036,41.8959041806602,70.744488074297,1,0,0,0
"V84",46.0290431457203,329.859245503608,-112.892761089024,4.18513874821436,51.0537353460918,1,0,0,0
"V85",-264.553850373159,250.630816766889,-76.746546982985,62.6644217769606,-75.3349716259894,1,0,0,0
"V86",-302.775622711096,216.006999683349,-262.603526286721,56.8940578111516,-180.295537084143,1,0,0,0
"V87",-193.971885035314,298.286694712342,123.411519908771,8.75724933861726,98.073005953121,1,0,0,0
"V88",-270.151492040262,243.063482309689,-173.784597236604,59.5859200265899,-125.781463372196,1,0,0,0
"V89",-233.669159092389,329.674322527094,100.531258793261,41.3928656680919,158.109141517986,1,0,0,0
"V90",-180.979691190185,272.35788236808,-20.7494759804847,3.76409213005631,-40.747680353206,1,0,0,0
"V91",-235.778707245932,328.649762308624,39.6240618358411,23.0760103182658,101.346934549437,1,0,0,0
"V92",-219.354601999626,316.442628495403,106.099711481175,88.0842899115269,111.713797898388,1,0,0,0
"V93",-227.466843626555,270.859577008217,73.1016361172532,39.6419134921427,193.849802124347,1,0,0,0
"V94",-154.801535998844,309.544044485417,438.971681195122,-135.017031844157,-240.417642414257,1,0,0,0
"V95",-161.311608651539,292.03462215493,379.519336676384,-111.608862307176,-184.169384700099,1,0,0,0
"V96",-155.354009860673,314.651906834054,437.912972365532,-134.475679968611,-242.257415845741,1,0,0,0
"V97",-144.917282922217,326.236550795024,407.541761747082,-128.612378562837,-187.850392060994,1,0,0,0
"V98",-164.890326951868,328.661847507479,402.411192600413,-106.893761931475,-180.885290046684,1,0,0,0
"V99",-13.9057948882052,313.795772088971,222.432177829715,54.5996691795108,-78.1928675607266,1,0,0,0
"V100",-150.860302107984,317.91379169824,417.151405618756,-134.746465780411,-236.634642212287,1,0,0,0
"V101",-154.803253283811,309.589727491263,438.913880648654,-135.030810472508,-240.440491298029,1,0,0,0
"V102",-142.807429057864,334.177599313564,345.964294468651,-98.6779736218545,-169.009589924447,1,0,0,0
"V103",-134.348738996093,342.637905706127,360.544196628456,-127.722686360049,-199.041230825782,1,0,0,0
"V104",-136.527777148078,323.511700655794,391.857390887528,-134.020452746333,-191.344149765576,1,0,0,0
"V105",-59.2912688245048,349.609231417294,157.770630867008,-88.4875259565783,-31.4930588545817,1,0,0,0
"V106",-149.01541461722,328.533779655072,392.63597914891,-122.990839611347,-212.261604837982,1,0,0,0
"V107",-153.49608560422,310.935719670039,429.147652888558,-137.748657322529,-225.938549694864,1,0,0,0
"V108",-159.064285374294,308.756278561215,416.704958855555,-114.444587293646,-188.317301247637,1,0,0,0
"V109",-196.105393627943,304.230815079028,319.078543567415,-64.6897697193917,-104.019389763132,1,0,0,0
"V110",-143.892020309092,279.209398007449,238.658181255651,75.0362811488294,185.854228249001,1,0,0,0
"V111",-142.988487431867,253.499182350263,172.130890055325,72.6424951903635,88.5480396855273,1,0,0,0
"V112",-144.453642164422,322.358424095596,397.47076002634,-86.9260774246677,-182.933109609434,1,0,0,0
"V113",-158.143543242728,327.115171057018,126.560455130449,-13.8280347603145,96.859828656157,1,0,0,0
"V114",-180.202913983044,255.839385052319,216.786512077048,36.8488047891156,25.1496545238138,1,0,0,0
"V115",-217.5304008104,322.572906640133,115.967336812468,92.2391603793029,129.791551359402,1,0,0,0
"V116",-348.280163702216,-546.436790715748,-115.112013015702,-45.2546454700198,4.12035567015012,0,1,0,0
"V119",-393.619002620585,-523.502819075629,-210.800794939619,-1.5776662040503,-143.26543257583,0,1,0,0
"V120",-355.198778188447,-547.999531341497,-150.971356245567,-51.6058703491979,6.66987543518533,0,1,0,0
"V121",-323.711156018617,-501.36506508259,-151.935939063174,-0.228138509494004,-59.6313678284758,0,1,0,0
"V122",-185.248764114083,-376.132589426793,180.186134831226,-62.4349527706192,181.919254548928,0,1,0,0
"V123",-348.625613087892,-546.604129060631,-115.028943395378,-45.2619559327949,4.0645907060411,0,1,0,0
"V124",-395.824530084342,-550.223707694758,-132.846552750096,-12.5679127421204,9.59542466724687,0,1,0,0
"V125",-366.60673476194,-543.467659043645,-25.1095078947904,-27.7109719215959,89.7775543489711,0,1,0,0
"V126",-372.148642190958,-515.248510891814,-233.139251022486,-18.1223536026551,-198.48241015135,0,1,0,0
"V127",-260.488350933752,-504.722936667737,33.4352376572487,-126.569436452922,35.9247985717888,0,1,0,0
"V128",-375.304015047016,-505.415075369583,-155.249189184842,-7.27596888569819,-138.232980924399,0,1,0,0
"V129",-262.059364101769,-461.627242854025,118.210971051804,-26.2120307754187,109.478768425567,0,1,0,0
"V130",-387.31920392171,-556.547640203867,-131.8277687112,-14.1855068656525,15.9885755728654,0,1,0,0
"V131",-347.756086833751,-538.222652172963,8.0509551740154,5.27625894413565,140.346885462592,0,1,0,0
"V132",-376.226994046092,-484.6422896345,-221.186242024822,-4.75061757201501,-191.859991211843,0,1,0,0
"V133",-268.358851515727,-483.783927133153,134.635381276138,-70.8782545247859,223.215152177592,0,1,0,0
"V134",-376.364751952834,-520.087085459825,-63.4830044945687,-63.8505057139598,43.2224385182779,0,1,0,0
"V135",-311.956606615926,-459.798645185473,98.2564325579246,-18.7064643179559,280.960416460817,0,1,0,0
"V136",-260.512841407403,-430.208645441907,129.603002184356,-77.9537512245755,259.922957129752,0,1,0,0
"V137",-299.207166982465,-428.038984511046,88.8780011012117,-75.3432762763646,240.631583372473,0,1,0,0
"V138",-262.24769883436,-429.25422032343,120.453462231103,-56.1093831400111,224.232030988405,0,1,0,0
"V139",-261.215238414677,-400.033585117908,104.914366611161,-58.7495676850148,291.906012273241,0,1,0,0
"V140",-266.391810992927,-477.538749107431,127.96426123142,-66.0832006288084,223.917777205197,0,1,0,0
"V141",-234.929549575355,-411.196930280472,132.467093086412,-47.3233871149369,263.187301660683,0,1,0,0
"V142",-186.884938120799,-416.154897061134,324.523419148364,-100.101638252119,-17.0525737256583,0,1,0,0
"V143",-281.72472913631,-475.786471508986,81.746313066557,-28.1338210649794,212.673400971117,0,1,0,0
"V144",-234.073322945266,-409.403873102777,82.3848382317559,-54.9835041254919,189.19888829813,0,1,0,0
"V145",-246.190231595544,-415.161919161508,151.710677702208,8.12000508546701,156.827155534108,0,1,0,0
"V146",-290.392462238434,-530.309766348692,94.5265171680512,-4.83331687900259,187.066174896456,0,1,0,0
"V147",-309.861464560859,-428.602947113457,-101.11281702338,-31.3799883881472,-22.6450866357041,0,1,0,0
"V148",-275.881988924207,-462.594175701806,87.5462691948129,-90.2666819890781,89.7582412686298,0,1,0,0
"V149",-233.284083885493,-401.511761693248,115.532887774287,-64.8175850614879,109.482195913536,0,1,0,0
"V150",-115.000785183563,-417.61975869843,-23.0001978598708,-88.1224171661358,43.632975577337,0,1,0,0
"V151",-379.233575635027,-500.114473255874,-226.160509476954,-8.38018099872521,-146.875189135894,0,1,0,0
"V152",-365.414950797402,-519.030290266329,-220.420825032385,-12.1596189019191,-174.356626320826,0,1,0,0
"V153",-353.069981520788,-549.008660302409,-139.060681016311,-23.5673686985552,-96.7583440102184,0,1,0,0
"V154",-310.580125105237,-395.689667548902,82.8297841468208,-38.792769146034,139.747729682415,0,1,0,0
"V155",-236.3277208889,-437.186509332839,72.0844992195322,-35.356620001013,25.633696237838,0,1,0,0
"V156",-272.234184055897,-392.024486384219,133.303990951622,-35.7420825732569,81.006235941412,0,1,0,0
"V157",-194.166527647256,-464.122854642271,274.74726301562,-79.5089701690098,37.2180617521043,0,1,0,0
"V158",-371.823739366789,-515.05840046812,-232.856744869786,-18.221751772867,-198.273804859209,0,1,0,0
"V159",-300.731950432387,-477.614380747324,80.2634066971317,-32.7421716437061,37.0323879411535,0,1,0,0
"V160",-405.018101849715,-516.522852349153,-174.204279054976,-20.6008013757518,-43.8043746257522,0,1,0,0
"V161",-366.32696450874,-522.507136962932,-158.795330292886,-35.4723297214228,-53.0131957803964,0,1,0,0
"V162",-357.164718254659,-545.995066606552,-204.969620766233,-27.1152845619831,-74.0681333165285,0,1,0,0
"V163",-351.569712783391,-501.400346421789,-81.4465036129149,-35.9806335727338,13.3530228394443,0,1,0,0
"V164",-347.413397246598,-537.947657571936,8.01691131806245,5.13011650657411,140.112487549964,0,1,0,0
"V165",-343.048201842454,-535.906133587697,-28.8691914264611,-18.1930909961351,-68.4477357325961,0,1,0,0
"V166",-350.111843296165,-490.156820186157,-138.498601841678,-22.3764245897096,-99.2291883086031,0,1,0,0
"V167",-293.30532070564,-466.775269718822,129.760733889328,-22.4653255161408,124.726027498417,0,1,0,0
"V168",-309.412538356762,-454.480715279326,29.3824515146693,-45.3661580161367,62.6240834814523,0,1,0,0
"V169",-198.429793229909,-411.624630102591,-34.2297295561558,-81.8652878904622,-43.2240479749701,0,1,0,0
"V170",-181.049446758971,-432.884305662764,317.248930888527,-106.997659958331,-31.357351739371,0,1,0,0
"V171",-286.710565932116,-500.239088317638,-30.3949712352383,-51.5171759963671,-10.3870126068357,0,1,0,0
"V172",-243.871962004973,-458.753367995641,129.95968902228,-73.2744710563036,211.25691284301,0,1,0,0
"V173",-397.219433206863,-567.420747945834,-208.359700606131,-24.2362207013825,-90.4717506941665,0,1,0,0
"V174",-337.715508443727,-506.950619481681,-112.813094756551,-25.327304524485,-93.0909639118755,0,1,0,0
"V175",-269.179371928666,-430.401282923767,96.0107119294422,-51.7980553293996,208.265279013763,0,1,0,0
"V176",-202.43804008536,-471.887889298552,274.701999390336,-17.594299054391,171.40220099466,0,1,0,0
"V177",-274.683574357546,-487.549723563121,-76.6787689824914,-39.8664324357163,-26.8103611480714,0,1,0,0
"V178",-349.993076549692,-469.265819245537,-109.64052998566,-13.2450238702426,-47.2545514777956,0,1,0,0
"V179",-292.693085563077,-434.243416824089,-44.704546168717,-28.3294595953492,-31.3036484335544,0,1,0,0
"V180",-287.609856902006,-483.257685378132,-120.702281297198,-35.0084948545637,-83.5898723396618,0,1,0,0
"V181",-287.704211380634,-483.171824525405,-120.547909531555,-34.9947782252373,-83.6058219142669,0,1,0,0
"V182",-301.9596129869,-383.59593419075,-3.0587680872406,-28.940658782464,12.2402824090791,0,1,0,0
"V183",-249.811966150956,-391.968899145339,-49.0707637222382,-21.9002969868402,12.6203275506959,0,1,0,0
"V184",-267.618950129067,-485.19427453325,52.8569275388005,-27.4835796780223,32.8643636676944,0,1,0,0
"V185",-282.189959313749,-470.95646893476,164.091799803091,-26.1095852363014,119.224415705363,0,1,0,0
"V186",-267.643486298272,-485.052818369733,52.8074088351982,-27.4383201269311,33.0856635193374,0,1,0,0
"V187",-421.888463121041,-513.763840806337,-153.111579802002,-44.4702556440274,-35.6385993882445,0,1,0,0
"V188",-260.962848914411,-437.123081316665,41.3473703121909,-34.0111968762971,9.11200492228014,0,1,0,0
"V189",-314.489249478244,-510.022870590008,-57.1653435641514,-25.7834178845386,-35.1360894277464,0,1,0,0
"V190",-375.755207091056,-484.080307053626,-221.848052734709,-6.72548372467792,-192.552684286841,0,1,0,0
"V191",-349.212373251988,-480.874803366366,-145.024961079734,6.876628019964,-92.9561612654071,0,1,0,0
"V192",-329.89618541511,-524.313700795058,-209.160227501063,-1.38524816047231,-171.017965793822,0,1,0,0
"V193",-191.318492743697,-417.155930699772,274.792763788117,-119.264001277452,-19.537822709378,0,1,0,0
"V194",-246.208964698671,-415.213386081151,151.701269641321,8.06533091628546,156.818876335983,0,1,0,0
"V195",71.8000048026208,-357.466752907556,-63.260604734725,-74.6124518279528,66.9346783724432,0,1,0,0
"V196",69.0829647758452,-359.321383118732,-65.1150461764468,-76.0380396416167,65.3477884814123,0,1,0,0
"V197",-225.065543723075,-451.368245323718,125.010776563431,-8.2337731648858,144.914141373625,0,1,0,0
"V198",-295.79313516942,-464.348354794511,10.4039801613558,-35.5616345372612,103.479614532045,0,1,0,0
"V199",7.6127404886324,-390.561633665055,-71.5318817830886,-73.2723999697418,83.788861803979,0,1,0,0
"V200",-302.97015303032,-469.790062401065,-35.385667677171,-14.7931169409447,-42.5998451682568,0,1,0,0
"V201",-341.191925368186,-504.413879484757,-221.242646980715,-20.5634809067396,-147.560410626385,0,1,0,0
"V202",-232.388187692659,-422.134184455866,164.772399214931,-68.7002893792801,130.80813241092,0,1,0,0
"V203",-308.567794697327,-477.357396858385,-132.423717930521,-17.8716186913399,-93.0463369144475,0,1,0,0
"V204",-272.085461749553,-390.746556641358,141.892138099362,-36.064673049798,190.844267975594,0,1,0,0
"V205",-219.395993847353,-448.062996800151,20.6114033255744,-73.6934465879538,-8.01255389542158,0,1,0,0
"V206",-274.195009903166,-391.771116859751,80.9849411419061,-54.3815283996293,134.082061007227,0,1,0,0
"V207",-257.770904656676,-403.978250672969,147.460590787257,10.6267511936294,144.44892435614,0,1,0,0
"V208",-265.883146283756,-449.561302160081,114.462515423382,-37.8156252257512,226.584928581989,0,1,0,0
"V209",-193.217838655989,-410.876834683359,480.332560501057,-212.474570562196,-207.682515956601,0,1,0,0
"V210",-199.727911308746,-428.386257013742,420.880215982229,-189.066401025297,-151.434258242285,0,1,0,0
"V211",-193.770312517836,-405.768972334471,479.273851671517,-211.933218686632,-209.522289388085,0,1,0,0
"V212",-183.333585579244,-394.184328373684,448.902641053034,-206.069917280843,-155.115265603179,0,1,0,0
"V213",-203.306629609014,-391.759031661014,443.772071906576,-184.351300649509,-148.150163588901,0,1,0,0
"V214",-52.3220975453266,-406.625107079605,263.793057135608,-22.8578695384306,-45.4577411028863,0,1,0,0
"V215",-189.276604765164,-402.507087470573,458.512284924676,-212.204004498456,-203.89951575463,0,1,0,0
"V216",-193.219555940956,-410.831151677512,480.27475995459,-212.488349190544,-207.705364840373,0,1,0,0
"V217",-181.223731714967,-386.243279854864,387.325173774484,-176.13551233984,-136.274463466589,0,1,0,0
"V218",-172.765041653118,-377.782973462307,401.905075934266,-205.180225078066,-166.306104367943,0,1,0,0
"V219",-174.944079805068,-396.90917851278,433.218270193618,-211.477991464282,-158.609023307879,0,1,0,0
"V220",-97.7075714816502,-370.811647751259,199.131510172885,-165.945064674357,1.24206760317689,0,1,0,0
"V221",-187.431717274314,-391.887099513682,433.996858454923,-200.448378329394,-179.526478380317,0,1,0,0
"V222",-191.912388261358,-409.485159498798,470.508532194527,-215.206196040564,-193.203423237174,0,1,0,0
"V223",-197.480588031428,-411.664600607646,458.065838161559,-191.902126011597,-155.582174789812,0,1,0,0
"V224",-234.521696285043,-416.190064089648,360.439422873383,-142.147308437294,-71.2842633053383,0,1,0,0
"V225",-182.308322966183,-441.211481161105,280.019060561656,-2.42125756901038,218.589354706658,0,1,0,0
"V226",-181.404790089019,-466.921696817903,213.491769361368,-4.81504352750037,121.28316614318,0,1,0,0
"V227",-182.869944821446,-398.062455073106,438.831639332191,-164.383616142595,-150.19798315154,0,1,0,0
"V228",-196.559845899872,-393.3057081113,167.921334436311,-91.2855734782922,129.5949551141,0,1,0,0
"V229",-218.619216640215,-464.581494116459,258.147391383119,-40.6087339288076,57.8847809815989,0,1,0,0
"V230",-255.946703467451,-397.847972528253,157.328216118569,14.7816216613944,162.526677817138,0,1,0,0
"V231",281.869096942758,-158.242620278975,-128.256358287215,300.948670067355,-42.5573422388559,0,0,1,0
"V234",236.530258024326,-135.308648638985,-223.945140210918,344.625649333033,-189.943130484697,0,0,1,0
"V235",274.950482456479,-159.805360904952,-164.115701517093,294.597445187993,-40.0078224738161,0,0,1,0
"V236",306.438104625856,-113.170894645792,-165.080284334656,345.975177027433,-106.309065737444,0,0,1,0
"V237",444.90049653037,12.0615810099849,167.041789559879,283.768362766885,135.241556639876,0,0,1,0
"V238",281.523647557083,-158.409958623865,-128.173288666894,300.941359604579,-42.6131072029639,0,0,1,0
"V239",234.324730560675,-162.029537257976,-145.990898021526,333.635402795095,-37.0822732417302,0,0,1,0
"V240",263.542525883151,-155.273488606996,-38.2538531660482,318.492343615514,43.0998564399762,0,0,1,0
"V241",258.000618454046,-127.054340454911,-246.28359629383,328.080961934674,-245.160108060481,0,0,1,0
"V242",369.660909710711,-116.528766230722,20.2908923859347,219.633879084641,-10.7528993372571,0,0,1,0
"V243",254.845245597978,-117.220904932789,-168.393534456215,338.927346651231,-184.910678833268,0,0,1,0
"V244",368.089896542841,-73.433072417216,105.06662578041,319.991284761757,62.801070516488,0,0,1,0
"V245",242.830056723234,-168.353469767092,-144.972113982652,332.01780867157,-30.6891223361083,0,0,1,0
"V246",282.393173811211,-150.028481736225,-5.09339009729998,351.479574480958,93.6691875539106,0,0,1,0
"V247",253.922266598921,-96.4481191974196,-234.330587296181,341.452697965044,-238.537689121028,0,0,1,0
"V248",361.790409128514,-95.5897566961208,121.491036004831,275.325061012569,176.537454268764,0,0,1,0
"V249",253.784508692183,-131.892915022993,-76.6273497658461,282.352809823396,-3.45525939079616,0,0,1,0
"V250",318.192654028886,-71.6044747487212,85.1120872865941,327.496851219143,234.282718551863,0,0,1,0
"V251",369.636419237155,-42.014475005029,116.458656912909,268.249564312863,213.245259220798,0,0,1,0
"V252",330.942093662065,-39.8448140741967,75.7336558298457,270.860039260956,193.953885463628,0,0,1,0
"V253",367.901561810022,-41.0600498865319,107.309116959758,290.093932397243,177.554333079465,0,0,1,0
"V254",368.93402222992,-11.8394146809983,91.7700213397614,287.453747852327,245.228314364236,0,0,1,0
"V255",363.757449651426,-89.344578670393,114.81991596017,280.120114908551,177.24007929636,0,0,1,0
"V256",395.219711069209,-23.0027598435757,119.322747814996,298.879928422466,216.509603751803,0,0,1,0
"V257",443.264322523158,-27.9607266240802,311.379073877066,246.101677285164,-63.7302716346507,0,0,1,0
"V258",348.424531508203,-87.5923010721085,68.6019677952609,318.069494472299,165.995703062308,0,0,1,0
"V259",396.075937699143,-21.2097026658628,69.2404929604037,291.219811411983,142.521190389397,0,0,1,0
"V260",383.959029048927,-26.9677487244325,138.566332430785,354.32332062234,110.149457625246,0,0,1,0
"V261",339.75679840623,-142.115595911561,81.3821718968038,341.369998657719,140.388476987655,0,0,1,0
"V262",320.287796083716,-40.4087766766221,-114.25716229467,314.823327149065,-69.3227845446971,0,0,1,0
"V263",354.267271720225,-74.4000052648782,74.4019239235213,255.9366335481,43.0805433596347,0,0,1,0
"V264",396.865176758788,-13.3175912564408,102.38854250295,281.38573047585,62.8044980045582,0,0,1,0
"V265",515.148475460669,-29.4255882614006,-36.1445431311651,258.080898371224,-3.04472233162331,0,0,1,0
"V266",250.91568501007,-111.920302819076,-239.304854748297,337.823134538325,-193.552887044769,0,0,1,0
"V267",264.734309847597,-130.836119829532,-233.565170303717,334.043696635355,-221.034324229988,0,0,1,0
"V268",277.079279124139,-160.814489865667,-152.205026287771,322.635946838747,-143.436041919037,0,0,1,0
"V269",319.569135539626,-7.49549711205078,69.685438875498,307.410546391143,93.0700317736121,0,0,1,0
"V270",393.821539755308,-48.9923388956973,58.9401539482579,310.846695536183,-21.0440016711196,0,0,1,0
"V271",357.91507658844,-3.830315947362,120.159645680354,310.461232963722,34.3285380321901,0,0,1,0
"V272",435.982732996703,-75.9286842052627,261.602917744468,266.694345368192,-9.45963615683899,0,0,1,0
"V273",258.325521278212,-126.864230031213,-246.001090141128,327.981563764462,-244.951502768338,0,0,1,0
"V274",329.417310212022,-89.4202103102051,67.1190614258409,313.461143893312,-9.6453099678712,0,0,1,0
"V275",225.131158795345,-128.328681912457,-187.348624326453,325.602514161481,-90.4820725347467,0,0,1,0
